HouseholdSurvey.earninc_hihsp,HouseholdSurvey.hihage,HouseholdSurvey.hihgender,HouseholdSurvey.hihecon,HouseholdSurvey.specon,HouseholdSurvey.age_1,HouseholdSurvey.hhwork,HouseholdSurvey.hedqual8,HouseholdSurvey.nssec2,HouseholdSurvey.seg,HouseholdSurvey.tothinc,HouseholdSurvey.ha7_1,HouseholdSurvey.hb509,HouseholdSurvey.save1,HouseholdSurvey.credit109a,HouseholdSurvey.credit309c,HouseholdSurvey.hcost_amt,HouseholdSurvey.hk2
0,68,1,5,NA,14,2,2,2,2,4,5,4,NA,NA,NA,360,3
38000,31,2,2,2,6,3,4,1,4,7,2,2,3,0,0,NA,1
28000,30,1,2,3,6,3,2,7,9,6,2,1,3,0,0,450,3
37000,57,2,2,2,12,3,2,3,6,7,2,3,NA,NA,NA,590,2
12000,35,2,1,NA,7,1,2,1,3,3,1,4,3,1,0,450,3
19000,25,1,2,3,6,3,3,7,9,6,3,4,NA,NA,NA,370,6
7000,65,1,5,3,13,4,6,6,10,4,5,2,NA,NA,NA,NA,3
50000,40,1,2,6,8,4,4,2,6,8,2,1,3,0,0,550,2
0,83,1,5,5,17,5,1,9,17,5,5,2,3,0,0,NA,3
62000,57,1,1,2,12,3,1,4,12,8,1,1,NA,NA,NA,1000,3
0,73,1,5,NA,15,2,6,9,17,3,5,4,NA,NA,NA,360,3
0,64,1,5,5,13,5,4,2,5,7,5,2,NA,NA,NA,NA,1
12000,60,2,2,NA,12,1,6,6,6,3,2,2,NA,NA,NA,NA,3
28000,52,1,2,1,10,3,4,2,2,6,1,4,NA,NA,NA,500,3
49000,54,1,2,3,11,3,6,7,9,8,2,1,NA,NA,NA,250,2
0,65,1,5,NA,13,2,1,7,9,2,5,4,NA,NA,NA,370,3
62000,53,1,2,1,9,3,4,1,4,8,1,1,NA,NA,NA,800,2
0,75,2,5,5,15,5,2,9,17,4,5,1,NA,NA,NA,240,3
30000,47,1,2,3,10,3,3,5,9,7,2,1,2,0,0,300,3
0,82,1,5,5,15,5,4,9,17,4,5,4,NA,NA,NA,380,3
27000,55,1,2,3,11,3,3,2,5,6,2,1,NA,NA,NA,550,2
37000,64,1,1,3,12,3,4,1,3,8,3,2,NA,NA,NA,NA,2
0,60,1,5,5,12,5,4,9,17,7,5,2,3,0,0,NA,1
31000,61,1,2,5,14,4,3,2,2,8,5,2,3,0,0,NA,2
44000,47,2,2,2,10,3,1,6,10,8,2,4,5,0,0,300,3
13000,63,1,2,5,14,4,1,7,9,5,5,4,NA,NA,NA,370,2
30000,73,1,1,5,14,4,4,4,12,8,5,2,NA,NA,NA,NA,1
0,68,2,5,NA,14,2,4,9,17,4,5,2,3,0,0,NA,3
0,69,2,5,NA,14,2,6,2,5,3,5,4,2,0,0,430,3
23000,43,2,2,NA,9,1,6,6,6,5,2,4,NA,NA,NA,370,4
45000,49,2,1,1,10,3,4,1,3,8,1,1,NA,NA,NA,950,2
0,75,1,5,5,15,5,1,9,17,5,5,2,3,0,0,NA,1
55000,58,1,2,2,12,3,NA,5,9,8,2,2,NA,NA,NA,NA,1
0,72,1,5,5,15,5,4,9,17,8,5,2,NA,NA,NA,NA,3
19000,55,2,2,NA,11,1,2,2,2,4,2,1,NA,NA,NA,550,3
0,50,1,2,10,10,4,1,9,17,4,2,1,NA,NA,NA,240,4
0,82,1,5,5,16,5,6,9,17,3,5,2,NA,NA,NA,NA,3
0,68,2,5,NA,14,2,6,6,10,4,5,2,NA,NA,NA,NA,3
25000,39,1,2,4,9,4,1,1,5,7,4,4,2,1,0,370,3
0,84,2,5,NA,17,2,5,9,17,3,5,2,3,0,0,NA,3
48000,59,1,2,5,12,4,4,2,5,8,2,2,NA,NA,NA,NA,2
15000,26,1,1,NA,6,1,3,1,3,4,1,4,3,0,0,480,3
0,65,1,5,5,14,5,4,1,4,8,5,2,NA,NA,NA,NA,1
21000,63,2,3,1,13,3,2,3,6,7,3,2,NA,NA,NA,NA,1
47000,44,1,1,1,8,3,4,4,12,8,1,2,NA,NA,NA,NA,2
20000,41,2,2,6,9,4,4,2,5,7,6,4,1,0,0,350,6
30000,53,1,2,NA,11,1,6,1,4,7,2,1,NA,NA,NA,450,3
24000,64,2,2,NA,13,1,3,6,7,5,2,2,NA,NA,NA,NA,3
18000,56,1,2,NA,12,1,6,6,10,4,2,4,NA,NA,NA,300,2
23000,26,1,1,4,6,4,2,2,2,5,1,4,NA,NA,NA,550,3
40000,41,1,1,3,9,3,2,4,12,8,1,1,NA,NA,NA,600,3
30000,59,1,2,3,12,3,3,5,9,7,3,4,NA,NA,NA,740,2
0,71,1,10,NA,15,2,1,9,17,4,10,2,3,0,0,NA,3
0,78,2,5,NA,16,2,6,9,17,3,5,2,NA,NA,NA,NA,3
43000,43,1,2,2,9,3,3,6,10,8,2,4,NA,NA,NA,680,2
0,61,1,5,5,13,5,1,9,17,4,5,2,3,0,0,NA,1
0,69,2,5,NA,14,2,5,9,17,8,5,2,3,0,0,NA,2
0,79,1,5,5,15,5,6,9,17,3,5,2,NA,NA,NA,NA,4
49000,33,2,2,2,7,3,NA,2,2,8,2,2,5,0,0,NA,2
16000,52,2,2,NA,11,1,NA,2,5,4,2,2,NA,NA,NA,NA,3
22000,34,2,2,NA,7,1,4,2,5,5,2,4,NA,NA,NA,300,3
48000,47,2,2,1,10,3,4,1,5,8,2,1,NA,NA,NA,270,2
10000,45,2,3,4,11,4,3,7,7,4,4,4,NA,NA,NA,330,3
0,69,2,5,5,15,5,2,9,17,6,5,2,NA,NA,NA,NA,2
0,78,1,5,NA,16,2,2,9,17,3,5,2,NA,NA,NA,NA,3
5000,64,2,1,NA,13,1,4,1,3,1,1,4,NA,NA,NA,350,3
6000,58,1,1,NA,12,1,2,4,12,2,1,2,3,0,0,NA,2
0,77,2,5,NA,16,2,1,9,17,5,5,2,NA,NA,NA,NA,2
0,72,1,5,5,15,5,3,7,9,4,5,4,NA,NA,NA,330,3
0,84,2,5,NA,17,2,5,9,17,5,5,2,NA,NA,NA,NA,2
0,53,1,10,4,11,5,1,9,17,2,10,4,1,0,0,300,6
0,41,2,4,NA,9,2,NA,9,17,1,4,4,NA,NA,NA,330,4
39000,56,1,1,1,12,3,4,2,5,7,1,2,NA,NA,NA,NA,3
14000,58,2,2,5,14,4,4,2,2,5,5,2,NA,NA,NA,NA,1
48000,34,1,1,3,7,3,3,4,2,8,3,1,NA,NA,NA,360,2
0,70,2,5,5,14,5,4,9,17,5,5,2,NA,NA,NA,NA,2
0,73,2,5,NA,15,2,4,9,17,2,5,2,NA,NA,NA,NA,2
0,83,2,5,NA,17,2,2,9,17,6,5,2,NA,NA,NA,NA,2
13000,58,1,1,NA,12,1,2,4,13,3,1,2,3,0,0,NA,2
35000,51,1,2,3,11,3,3,5,8,8,2,1,NA,NA,NA,270,2
26000,55,1,2,5,11,4,1,6,10,7,2,1,NA,NA,NA,620,1
0,75,2,5,NA,15,2,4,9,17,6,5,2,NA,NA,NA,NA,1
62000,45,2,2,2,9,3,1,2,5,8,2,1,NA,NA,NA,1000,3
14000,56,2,2,6,12,4,1,6,10,3,2,2,NA,NA,NA,NA,2
0,79,1,5,NA,16,2,5,9,17,5,5,5,NA,NA,NA,NA,1
0,85,2,5,NA,17,2,3,9,17,5,5,2,NA,NA,NA,NA,2
0,55,2,10,NA,11,2,3,9,17,3,10,4,NA,NA,NA,400,3
0,81,1,5,5,17,5,1,9,17,7,5,2,3,0,0,NA,2
0,68,1,5,5,14,5,4,3,6,6,5,4,3,1,1,480,5
0,63,2,10,NA,13,2,6,9,17,2,10,4,1,0,0,380,2
0,83,1,5,NA,17,2,6,9,17,2,5,4,1,0,0,320,2
38000,47,2,2,3,11,3,2,2,5,7,3,1,5,0,0,650,3
44000,32,1,2,2,7,3,4,2,5,8,2,1,NA,NA,NA,450,2
52000,28,1,1,2,6,3,4,4,2,8,1,1,NA,NA,NA,500,2
0,56,2,10,NA,12,2,NA,9,17,3,10,4,NA,NA,NA,320,3
0,70,2,5,NA,14,2,2,9,17,4,5,2,NA,NA,NA,NA,2
0,82,1,5,5,17,5,4,9,17,6,5,2,NA,NA,NA,NA,3
0,84,2,5,NA,17,2,3,9,17,6,5,2,3,0,0,NA,1
0,86,1,5,NA,18,2,6,9,17,3,5,4,NA,NA,NA,300,2
37000,52,2,3,2,11,3,3,6,6,7,3,4,NA,NA,NA,370,5
62000,38,1,2,2,8,3,4,2,2,8,2,1,3,1,0,500,1
0,62,1,11,4,13,5,1,9,17,7,11,4,NA,NA,NA,520,5
51000,36,1,1,2,8,3,NA,4,12,8,1,1,NA,NA,NA,700,3
62000,55,1,2,3,11,3,NA,2,6,8,3,1,NA,NA,NA,400,3
30000,35,2,2,NA,7,1,4,2,2,7,2,1,NA,NA,NA,330,2
0,72,1,5,5,14,5,4,9,17,5,5,2,NA,NA,NA,NA,3
0,66,2,5,NA,14,2,3,6,6,6,5,2,3,0,1,NA,1
24000,31,1,2,NA,7,1,4,2,5,5,2,1,NA,NA,NA,450,2
0,67,2,5,5,15,5,6,9,17,7,5,2,NA,NA,NA,NA,1
0,80,1,5,NA,16,2,2,9,17,3,5,2,NA,NA,NA,NA,1
8000,60,2,3,13,13,4,2,5,8,5,2,2,NA,NA,NA,NA,3
33000,66,1,2,2,14,3,NA,1,4,8,2,2,NA,NA,NA,NA,3
0,83,1,5,5,17,5,1,9,17,8,5,2,NA,NA,NA,NA,1
0,61,2,5,NA,13,2,2,3,6,3,5,2,3,0,0,NA,1
0,65,2,3,NA,8,1,2,3,6,NA,6,2,3,0,0,NA,3
28000,36,1,1,3,8,3,3,4,2,6,1,1,NA,NA,NA,650,1
0,74,2,5,5,15,5,4,9,17,4,5,2,2,0,0,NA,3
30000,51,1,2,2,11,3,4,5,9,6,2,4,NA,NA,NA,650,2
37000,32,1,2,3,7,3,3,3,6,7,2,1,NA,NA,NA,740,3
62000,62,1,3,3,12,3,4,1,4,8,3,1,NA,NA,NA,250,2
16000,44,2,2,NA,9,1,6,5,10,5,2,4,NA,NA,NA,360,2
28000,55,2,1,2,11,3,1,2,5,6,1,1,NA,NA,NA,280,3
0,70,1,5,5,14,5,5,9,17,6,5,2,NA,NA,NA,NA,1
32000,53,2,3,NA,11,1,4,2,5,7,3,2,NA,NA,NA,NA,2
6000,41,2,3,NA,9,1,3,6,6,4,3,1,NA,NA,NA,240,2
0,32,2,11,NA,7,2,2,7,7,4,11,4,1,0,0,320,5
4000,25,2,6,1,7,4,4,2,5,2,1,4,3,0,0,700,3
0,69,1,5,NA,14,2,4,9,17,7,5,4,NA,NA,NA,530,3
24000,53,2,2,NA,11,1,4,2,5,5,2,2,NA,NA,NA,NA,1
21000,58,1,2,NA,12,1,3,2,5,5,2,4,2,0,0,490,2
0,79,2,5,NA,16,2,6,9,17,3,5,4,3,0,0,350,3
0,31,1,6,NA,7,2,2,7,9,3,6,4,1,0,0,310,4
0,77,2,5,NA,16,2,2,9,17,3,5,1,NA,NA,NA,600,2
12000,69,2,3,5,15,4,1,6,6,6,5,1,3,0,0,250,2
0,71,1,5,NA,15,2,6,9,17,3,5,4,NA,NA,NA,340,2
0,32,1,10,NA,7,2,6,9,17,4,10,4,1,0,0,350,3
0,81,1,5,5,17,5,4,9,17,5,5,2,NA,NA,NA,NA,1
37000,57,1,2,6,12,4,4,1,5,8,2,2,3,0,0,NA,2
0,50,1,10,NA,10,2,6,9,17,3,10,2,NA,NA,NA,NA,4
46000,26,2,2,2,6,3,4,3,6,8,2,4,NA,NA,NA,830,1
37000,37,1,2,3,8,3,2,7,9,7,3,1,NA,NA,NA,600,2
38000,33,2,2,2,7,3,1,3,6,8,2,1,NA,NA,NA,620,2
39000,58,1,2,3,12,3,3,5,9,7,2,2,NA,NA,NA,NA,1
43000,58,1,2,2,13,3,4,5,10,8,2,2,NA,NA,NA,NA,1
26000,43,1,1,1,9,3,4,4,14,6,1,1,NA,NA,NA,500,2
50000,61,2,2,2,13,3,1,3,6,8,2,2,5,0,0,NA,3
23000,64,1,2,3,12,3,1,7,9,5,3,1,NA,NA,NA,400,3
25000,54,2,2,3,12,3,1,3,6,6,3,4,NA,NA,NA,600,1
47000,49,2,2,2,10,3,4,2,5,8,2,1,NA,NA,NA,800,1
32000,51,1,1,3,10,3,6,4,12,7,3,4,NA,NA,NA,240,1
0,50,2,10,NA,10,2,4,2,5,3,10,2,NA,NA,NA,NA,2
0,81,1,5,NA,17,2,6,9,17,5,5,2,1,0,0,NA,5
0,68,1,5,5,14,5,4,9,17,4,5,4,NA,NA,NA,320,5
0,77,1,5,NA,16,2,4,9,17,4,5,2,3,0,0,NA,1
0,79,1,5,NA,16,2,7,9,17,NA,5,4,4,0,0,430,2
0,76,1,5,5,16,5,6,9,17,4,5,2,3,0,0,NA,3
14000,50,1,1,3,10,3,1,2,2,4,1,2,NA,NA,NA,NA,3
35000,61,2,2,1,13,3,1,2,5,8,1,2,NA,NA,NA,NA,3
14000,54,2,2,NA,11,1,4,6,7,3,2,4,NA,NA,NA,240,3
15000,33,1,2,4,7,4,3,2,5,6,2,1,2,0,0,560,3
17000,23,1,2,NA,5,1,2,6,15,4,2,4,3,0,0,600,2
52000,29,1,2,2,6,3,4,1,4,8,2,1,3,0,0,300,1
35000,52,2,2,2,10,3,2,2,5,7,2,4,NA,NA,NA,630,2
16000,49,1,2,NA,10,1,2,6,9,5,2,4,3,0,0,720,3
36000,55,1,2,2,12,3,1,2,2,7,2,1,NA,NA,NA,800,2
0,86,1,5,5,18,5,4,9,17,8,5,2,NA,NA,NA,NA,2
38000,30,1,2,2,6,3,4,5,9,7,2,4,3,0,0,700,2
0,31,2,10,NA,7,2,1,9,17,4,10,4,NA,NA,NA,280,3
0,70,1,5,5,14,5,1,4,12,4,5,2,3,0,0,NA,3
0,66,2,5,NA,8,2,1,9,17,3,3,1,NA,NA,NA,240,2
6000,34,2,3,NA,7,1,1,6,6,2,3,4,NA,NA,NA,350,3
0,71,2,5,NA,15,2,6,9,17,4,5,4,NA,NA,NA,340,3
0,40,2,4,NA,8,2,1,9,17,4,4,4,1,0,0,360,3
0,58,2,5,5,12,5,4,1,1,7,5,2,3,0,0,NA,2
37000,39,2,2,2,8,3,4,1,4,7,2,1,NA,NA,NA,600,2
0,78,1,5,NA,16,2,3,9,17,6,5,2,3,0,0,NA,1
41000,49,1,2,2,10,3,NA,1,5,8,2,1,NA,NA,NA,240,3
1000,67,2,5,5,14,5,NA,2,5,6,5,2,NA,NA,NA,NA,1
0,45,1,6,NA,9,2,4,2,5,3,6,4,NA,NA,NA,280,3
12000,36,2,3,NA,8,1,NA,3,6,5,3,1,NA,NA,NA,380,3
0,57,2,10,4,11,5,1,9,17,3,4,4,NA,NA,NA,360,4
0,79,2,5,NA,16,2,5,9,17,4,5,2,3,1,0,NA,2
0,69,1,10,NA,14,2,6,9,17,4,10,4,3,0,0,290,3
46000,36,2,2,2,8,3,4,1,4,8,2,1,NA,NA,NA,810,1
0,77,1,5,5,16,5,4,9,17,4,5,2,3,0,0,NA,2
0,68,2,5,NA,14,2,1,3,6,4,5,4,2,1,0,380,3
62000,29,2,2,1,6,3,3,2,5,8,2,1,NA,NA,NA,490,1
11000,20,1,2,NA,4,1,2,7,9,3,2,4,NA,NA,NA,240,2
58000,46,2,2,2,9,3,2,2,5,8,2,1,NA,NA,NA,480,2
0,86,2,5,NA,18,2,5,9,17,2,5,2,3,0,0,NA,1
0,71,1,5,5,15,5,4,1,4,4,5,2,NA,NA,NA,NA,1
45000,62,1,3,2,10,3,4,1,3,8,2,2,3,0,0,NA,3
34000,29,1,3,2,6,3,4,6,6,8,3,1,NA,NA,NA,300,3
0,22,2,10,NA,5,2,2,6,10,3,10,4,1,0,0,350,3
60000,53,2,3,5,11,4,4,1,4,8,3,2,NA,NA,NA,NA,1
22000,37,1,2,NA,8,1,6,6,6,5,2,4,NA,NA,NA,410,3
0,75,2,5,NA,15,2,4,9,17,2,5,2,3,0,0,NA,1
0,68,1,5,NA,14,2,1,5,8,5,5,2,NA,NA,NA,NA,2
23000,70,2,3,NA,14,1,4,2,5,8,3,2,NA,NA,NA,NA,1
56000,59,1,2,3,12,3,NA,3,6,8,2,1,NA,NA,NA,620,3
44000,32,1,2,2,6,3,4,1,4,8,2,1,NA,NA,NA,290,2
60000,49,1,2,4,10,4,4,2,2,8,2,1,NA,NA,NA,1000,2
30000,59,1,2,3,12,3,2,6,10,7,2,4,NA,NA,NA,820,2
56000,39,1,2,1,8,3,4,1,5,8,2,1,NA,NA,NA,1000,1
42000,33,1,2,3,8,3,NA,2,5,8,3,5,NA,NA,NA,NA,2
0,71,1,5,5,15,5,4,9,17,7,5,2,3,0,0,NA,3
0,76,2,5,NA,16,2,2,9,17,4,5,2,NA,NA,NA,NA,2
0,79,1,5,5,15,5,6,9,17,5,5,2,2,0,0,NA,3
38000,26,1,2,3,5,3,6,5,9,7,3,1,NA,NA,NA,400,2
31000,63,1,2,3,10,3,3,5,8,7,3,2,NA,NA,NA,NA,2
12000,61,2,2,NA,13,1,1,3,6,3,2,2,NA,NA,NA,NA,3
0,55,1,10,NA,11,2,2,2,5,5,10,3,1,1,0,240,4
14000,47,2,2,6,10,4,2,3,5,6,2,4,1,1,0,350,3
0,56,2,5,NA,12,2,2,2,6,4,5,4,NA,NA,NA,360,3
26000,30,1,1,4,6,4,1,4,12,6,4,4,1,1,0,420,3
38000,44,2,2,2,11,3,1,3,6,7,2,4,NA,NA,NA,330,3
0,50,2,10,NA,10,2,4,9,17,7,10,4,NA,NA,NA,680,3
36000,39,1,2,3,9,3,3,2,5,7,3,1,NA,NA,NA,550,3
20000,58,1,2,5,12,4,4,2,2,5,2,2,3,0,0,NA,1
40000,30,1,1,4,7,4,4,4,12,8,4,4,NA,NA,NA,350,3
0,63,1,10,10,13,5,6,6,9,5,10,4,NA,NA,NA,260,3
11000,45,1,6,3,7,4,6,7,9,4,3,4,NA,NA,NA,650,4
0,70,2,5,NA,14,2,1,9,17,3,5,2,3,0,0,NA,3
18000,37,2,2,NA,8,1,3,6,7,6,2,1,3,0,0,300,3
0,86,2,5,NA,18,2,6,9,17,3,5,2,NA,NA,NA,NA,3
14000,54,1,2,NA,11,1,4,7,9,3,2,2,NA,NA,NA,NA,3
0,66,1,5,NA,14,2,2,9,17,4,5,4,NA,NA,NA,440,2
7000,34,2,3,NA,7,1,1,6,10,4,3,4,1,0,0,370,3
46000,36,1,2,2,8,3,2,3,6,8,2,1,NA,NA,NA,900,2
29000,35,1,2,NA,7,1,4,2,5,6,2,1,2,1,0,250,2
62000,30,2,2,2,6,3,4,1,1,8,2,2,NA,NA,NA,NA,2
51000,38,2,1,2,8,3,4,3,6,8,2,1,5,0,0,1000,2
29000,54,2,2,2,11,3,4,3,6,6,2,1,3,0,0,600,2
0,84,1,5,NA,17,2,6,9,17,5,5,4,NA,NA,NA,400,2
20000,52,1,2,NA,11,1,4,1,5,4,2,2,3,0,0,NA,1
0,72,1,5,5,13,5,4,9,17,7,5,2,NA,NA,NA,NA,1
30000,41,1,2,4,9,4,4,2,5,7,4,1,3,0,0,450,2
47000,46,1,2,2,10,3,4,6,9,8,2,1,NA,NA,NA,550,2
54000,45,1,2,2,9,3,4,2,5,8,2,2,NA,NA,NA,NA,1
36000,34,2,2,2,7,3,2,3,6,7,2,4,NA,NA,NA,500,2
25000,31,1,2,3,7,3,3,3,6,6,3,1,NA,NA,NA,290,3
0,63,1,10,NA,13,2,5,9,17,3,10,4,NA,NA,NA,390,3
47000,57,1,2,2,12,3,NA,3,6,8,2,2,2,0,0,NA,2
41000,46,2,2,3,10,3,4,2,5,8,3,2,NA,NA,NA,NA,2
16000,55,2,2,NA,11,1,1,6,10,4,2,2,3,0,0,NA,3
38000,57,1,1,1,10,3,NA,4,2,7,1,2,NA,NA,NA,NA,3
45000,54,1,2,3,10,3,4,2,5,8,3,1,2,1,1,680,3
7000,51,2,3,NA,11,1,2,6,6,3,3,4,NA,NA,NA,550,4
28000,45,1,2,4,9,4,3,6,10,7,2,1,3,0,0,670,3
0,70,1,5,5,14,5,6,9,17,7,5,2,3,0,0,NA,2
24000,44,2,2,NA,9,1,4,2,5,5,2,2,3,1,0,NA,3
0,75,2,5,NA,15,2,4,9,17,5,5,2,3,0,0,NA,1
0,70,1,5,5,14,5,NA,9,17,NA,5,2,NA,NA,NA,NA,8
0,84,2,5,NA,17,2,6,9,17,2,5,2,NA,NA,NA,NA,3
7000,82,2,3,NA,17,1,6,7,7,5,3,2,NA,NA,NA,NA,1
8000,40,2,1,NA,8,1,3,4,12,4,1,4,NA,NA,NA,500,1
25000,56,2,2,NA,12,1,1,2,5,5,2,1,3,0,0,320,1
24000,28,2,2,NA,6,1,2,2,5,5,2,1,NA,NA,NA,300,2
9000,38,2,3,NA,8,1,3,3,6,4,3,1,3,1,0,320,1
12000,28,2,2,2,6,3,4,3,5,3,2,2,NA,NA,NA,NA,2
0,86,2,5,NA,18,2,5,9,17,4,5,2,NA,NA,NA,NA,2
0,42,1,6,NA,9,2,1,6,10,2,6,4,NA,NA,NA,350,3
31000,43,2,2,NA,9,1,4,2,5,7,2,2,NA,NA,NA,NA,1
34000,32,1,2,3,6,3,4,5,9,7,3,1,3,1,0,520,2
62000,50,1,2,2,10,3,3,2,2,8,2,1,NA,NA,NA,240,1
7000,24,2,3,NA,5,1,1,6,6,4,3,4,2,0,0,330,3
0,72,1,5,5,15,5,3,9,17,7,5,2,NA,NA,NA,NA,2
39000,47,1,2,NA,10,1,2,5,9,7,2,1,NA,NA,NA,500,1
19000,54,2,3,3,11,3,1,3,6,4,3,1,2,1,0,380,3
8000,57,2,1,NA,12,1,4,2,12,3,1,2,NA,NA,NA,NA,3
0,63,1,5,5,13,5,4,3,6,3,5,2,NA,NA,NA,NA,1
24000,53,1,2,3,10,3,NA,5,8,5,3,1,3,0,0,310,1
0,71,2,5,NA,15,2,6,9,17,2,5,4,NA,NA,NA,400,2
0,72,2,5,NA,15,2,5,9,17,NA,5,2,5,0,0,NA,3
0,54,2,10,NA,11,2,1,9,17,3,10,4,NA,NA,NA,390,4
0,40,1,10,NA,8,2,6,9,17,4,10,4,1,0,0,400,5
0,67,1,5,NA,14,2,1,7,9,3,5,2,NA,NA,NA,NA,2
0,74,2,5,NA,15,2,NA,9,17,2,5,4,NA,NA,NA,390,3
0,76,1,5,5,16,5,NA,9,17,5,5,3,5,0,0,390,5
0,61,2,5,5,14,5,4,9,17,7,5,2,NA,NA,NA,NA,2
0,55,2,10,NA,11,2,1,9,17,3,10,4,1,0,0,410,4
0,62,2,10,NA,13,2,6,9,17,3,10,4,NA,NA,NA,460,5
10000,58,1,5,2,13,4,6,9,17,3,2,2,2,0,0,NA,3
0,76,1,5,NA,16,2,4,9,17,3,5,2,NA,NA,NA,NA,3
43000,39,2,2,2,8,3,3,5,8,8,2,1,NA,NA,NA,300,1
0,73,1,5,5,15,5,5,9,17,4,5,2,NA,NA,NA,NA,3
0,56,1,10,NA,12,2,1,9,17,4,10,4,2,0,0,360,3
0,67,1,5,5,14,5,6,5,8,7,5,4,NA,NA,NA,400,2
22000,32,1,2,4,7,4,4,1,4,6,2,4,NA,NA,NA,530,3
17000,45,1,1,4,9,4,3,4,12,4,1,1,NA,NA,NA,NA,2
62000,49,1,2,2,10,3,3,6,6,8,2,1,NA,NA,NA,1000,2
41000,52,2,2,2,11,3,1,6,6,8,2,2,NA,NA,NA,NA,1
62000,57,1,2,NA,12,1,4,7,9,8,2,1,3,0,0,1000,1
0,74,1,5,5,15,5,6,9,17,4,5,2,NA,NA,NA,NA,1
0,77,2,5,NA,16,2,4,9,17,2,5,4,NA,NA,NA,490,4
28000,56,1,2,4,11,4,3,2,2,6,4,2,NA,NA,NA,NA,1
62000,32,1,2,2,7,3,4,2,5,8,2,1,NA,NA,NA,350,1
42000,57,1,3,NA,12,1,6,2,5,8,3,4,3,0,0,370,1
0,73,1,5,5,15,5,6,9,17,4,5,2,NA,NA,NA,NA,2
46000,55,1,1,2,11,3,4,4,12,8,1,1,NA,NA,NA,380,1
20000,57,1,2,5,12,4,4,2,5,6,2,2,NA,NA,NA,NA,2
0,70,1,5,5,14,5,4,9,17,6,5,2,NA,NA,NA,NA,1
62000,50,1,1,2,10,3,4,2,12,8,1,1,NA,NA,NA,NA,2
25000,48,2,1,NA,10,1,4,4,12,7,1,2,NA,NA,NA,NA,1
0,80,2,5,NA,16,2,3,9,17,3,5,2,NA,NA,NA,NA,2
0,73,1,5,NA,15,2,2,9,17,4,5,2,NA,NA,NA,NA,2
10000,60,2,3,NA,12,1,4,6,10,2,3,2,5,0,0,NA,2
0,85,2,5,NA,17,2,1,9,17,4,5,2,NA,NA,NA,NA,2
40000,60,1,2,2,12,3,1,7,11,7,2,1,NA,NA,NA,NA,8
0,51,1,10,NA,11,2,4,9,17,2,10,4,2,0,0,400,5
45000,53,1,2,2,11,3,2,5,9,8,2,1,3,1,0,1000,1
19000,65,2,1,5,13,4,4,4,12,8,1,2,NA,NA,NA,NA,1
41000,69,1,13,NA,14,2,4,2,5,8,3,2,NA,NA,NA,NA,1
18000,61,1,2,NA,13,1,1,7,9,4,2,1,NA,NA,NA,400,2
29000,70,1,2,5,14,4,4,2,5,7,2,2,3,1,0,NA,1
24000,31,2,2,NA,7,1,4,2,5,5,2,4,2,1,0,500,2
0,70,2,5,NA,14,2,4,9,17,NA,5,2,3,0,0,NA,1
17000,57,1,2,10,12,4,6,6,10,4,2,1,NA,NA,NA,240,2
36000,25,1,2,2,5,3,2,6,9,7,2,1,1,1,0,500,2
17000,50,2,2,NA,10,1,3,6,10,4,2,2,1,1,0,NA,3
0,81,2,5,NA,11,2,6,9,17,3,10,4,1,0,0,300,3
0,72,1,5,NA,15,2,5,9,17,5,5,4,NA,NA,NA,300,2
58000,35,1,2,NA,7,1,2,2,2,8,2,1,NA,NA,NA,900,2
22000,33,1,2,3,7,3,1,6,10,6,2,1,2,0,0,350,3
0,75,1,5,5,15,5,NA,9,17,NA,5,4,NA,NA,NA,310,8
0,68,2,5,NA,14,2,6,9,17,2,5,2,NA,NA,NA,NA,1
14000,22,2,2,NA,5,1,2,6,6,3,2,4,NA,NA,NA,450,2
36000,55,1,2,NA,11,1,1,7,10,7,2,2,NA,NA,NA,NA,8
0,73,2,5,NA,15,2,5,9,17,2,5,2,3,0,0,NA,2
0,71,1,5,NA,15,2,1,9,17,3,5,2,NA,NA,NA,NA,1
0,29,2,11,NA,6,2,1,9,17,6,11,4,NA,NA,NA,240,3
12000,38,2,2,6,8,4,1,6,10,4,2,4,NA,NA,NA,410,3
16000,56,2,2,10,12,4,1,3,6,6,2,1,NA,NA,NA,700,3
0,74,2,5,NA,15,2,5,9,17,2,5,2,2,0,0,NA,3
17000,33,1,2,NA,7,1,2,6,9,4,2,1,NA,NA,NA,300,3
25000,45,1,2,NA,9,1,4,2,5,5,2,1,3,1,0,450,2
32000,59,2,1,NA,12,1,5,4,12,7,1,1,NA,NA,NA,NA,3
0,66,1,5,5,13,5,4,3,6,7,5,2,NA,NA,NA,NA,2
0,85,2,5,NA,17,2,5,9,17,2,5,2,NA,NA,NA,NA,1
17000,36,2,2,NA,8,1,2,5,8,5,2,4,1,0,0,360,3
0,50,2,10,NA,10,2,3,2,5,3,10,4,NA,NA,NA,450,4
45000,60,1,3,2,12,3,2,2,2,8,3,1,5,0,0,380,2
43000,31,2,2,2,7,3,4,3,6,8,2,1,NA,NA,NA,380,1
0,86,2,5,NA,18,2,5,9,17,NA,5,4,5,0,0,620,8
0,42,1,13,10,9,5,3,6,6,NA,4,4,2,0,0,360,2
20000,28,2,2,NA,6,1,4,2,5,4,2,4,NA,NA,NA,410,2
21000,44,1,1,NA,9,1,1,1,1,5,1,1,3,0,0,450,2
